Codice Articolo Fornitore2222;Unita di Misura;Prezzo;Data Inizio Validita;Sconto 1;Sconto 2;Sconto 3;Sconto 4;Sconto 5;Sconto 6
14135;Pz;2,91;10/06/23;;;;;;
35367;Pz;63,3;10/06/23;;;;;;
35370;Pz;95,3;10/06/23;;;;;;
35371;Pz;101,4;10/06/23;;;;;;
35372;Pz;64;10/06/23;;;;;;
35374;Pz;121,9;10/06/23;;;;;;
35375;Pz;82,3;10/06/23;;;;;;
35376;Pz;24,6;10/06/23;;;;;;
35383;Pz;66,6;10/06/23;;;;;;
35384;Pz;74,4;10/06/23;;;;;;
35385;Pz;134,4;10/06/23;;;;;;
35387;Pz;23,7;10/06/23;;;;;;
49255;Pz;25,1;10/06/23;;;;;;
49256;Pz;33,2;10/06/23;;;;;;
49257;Pz;47,5;10/06/23;;;;;;
49258;Pz;55,9;10/06/23;;;;;;
49259;Pz;47,5;10/06/23;;;;;;
49260;Pz;59,4;10/06/23;;;;;;
88386;Pz;37,9;10/06/23;;;;;;
14140;Pz;8,25;10/06/23;;;;;;
14141;Pz;11,4;10/06/23;;;;;;
14142;Pz;14,5;10/06/23;;;;;;
14143;Pz;19,2;10/06/23;;;;;;
14145;Pz;50,9;10/06/23;;;;;;
28159;Pz;8,3;10/06/23;;;;;;
28160;Pz;9,91;10/06/23;;;;;;
65043;Pz;5,92;10/06/23;;;;;;
65044;Pz;8,76;10/06/23;;;;;;
43694;Pz;6,56;10/06/23;;;;;;
43695;Pz;9,27;10/06/23;;;;;;
43696;Pz;13,6;10/06/23;;;;;;
43697;Pz;22,4;10/06/23;;;;;;
7096;Pz;12,75;10/06/23;;;;;;
7097;Pz;12,75;10/06/23;;;;;;
7098;Pz;12,75;10/06/23;;;;;;
7099;Pz;30,5;10/06/23;;;;;;
7100;Pz;30,5;10/06/23;;;;;;
7101;Pz;30,5;10/06/23;;;;;;
7102;Pz;30,5;10/06/23;;;;;;
7103;Pz;32,3;10/06/23;;;;;;
7104;Pz;30,5;10/06/23;;;;;;
7105;Pz;32,3;10/06/23;;;;;;
7106;Pz;30,5;10/06/23;;;;;;
7220;Pz;16,2;10/06/23;;;;;;
7221;Pz;52,1;10/06/23;;;;;;
9535;Pz;2,84;10/06/23;;;;;;
18763;Pz;6,86;10/06/23;;;;;;
18765;Pz;7,9;10/06/23;;;;;;
18766;Pz;6,15;10/06/23;;;;;;
18802;Pz;5,5;10/06/23;;;;;;
19414;Pz;13,16;10/06/23;;;;;;
19415;Pz;3,96;10/06/23;;;;;;
19420;Pz;4,04;10/06/23;;;;;;
19422;Pz;9,69;10/06/23;;;;;;
21065;Pz;9;10/06/23;;;;;;
23356;CZ;77,5;10/06/23;;;;;;
33722;Pz;12,75;10/06/23;;;;;;
33723;Pz;12,75;10/06/23;;;;;;
33724;Pz;12,75;10/06/23;;;;;;
33725;Pz;12,75;10/06/23;;;;;;
33726;Pz;12,75;10/06/23;;;;;;
33727;Pz;12,75;10/06/23;;;;;;
33728;Pz;12,75;10/06/23;;;;;;
33729;Pz;12,75;10/06/23;;;;;;
33730;Pz;13,5;10/06/23;;;;;;
33731;Pz;13,5;10/06/23;;;;;;
33735;Pz;9,69;10/06/23;;;;;;
33738;CZ;2,52;10/06/23;;;;;;
33739;CZ;2,52;10/06/23;;;;;;
33740;CZ;2,52;10/06/23;;;;;;
33741;Pz;3,85;10/06/23;;;;;;
33742;Pz;4,88;10/06/23;;;;;;
33743;Pz;20,4;10/06/23;;;;;;
33745;Pz;8,14;10/06/23;;;;;;
33746;Pz;5,5;10/06/23;;;;;;
33747;Pz;2,53;10/06/23;;;;;;
33748;Pz;3,17;10/06/23;;;;;;
33749;Pz;4,04;10/06/23;;;;;;
33750;Pz;1,89;10/06/23;;;;;;
34664;Pz;8,25;10/06/23;;;;;;
35723;Pz;12,75;10/06/23;;;;;;
35724;Pz;12,75;10/06/23;;;;;;
35725;Pz;12,75;10/06/23;;;;;;
35726;Pz;12,75;10/06/23;;;;;;
35727;Pz;12,75;10/06/23;;;;;;
35728;Pz;12,75;10/06/23;;;;;;
35729;Pz;12,75;10/06/23;;;;;;
35730;Pz;13,5;10/06/23;;;;;;
35731;Pz;12,75;10/06/23;;;;;;
35732;Pz;12,75;10/06/23;;;;;;
35782;Pz;7,54;10/06/23;;;;;;
35784;Pz;4,7;10/06/23;;;;;;
36317;Pz;7,72;10/06/23;;;;;;
36750;Pz;3,71;10/06/23;;;;;;
36751;Pz;3,71;10/06/23;;;;;;
36753;Pz;2,75;10/06/23;;;;;;
36754;Pz;2,75;10/06/23;;;;;;
36895;CZ;1,78;10/06/23;;;;;;
37177;Pz;12,75;10/06/23;;;;;;
37178;Pz;12,75;10/06/23;;;;;;
37179;Pz;12,75;10/06/23;;;;;;
37180;Pz;12,75;10/06/23;;;;;;
37181;Pz;13,5;10/06/23;;;;;;
37182;Pz;13,5;10/06/23;;;;;;
37183;Pz;13,5;10/06/23;;;;;;
37184;Pz;9,73;10/06/23;;;;;;
38606;Pz;6,43;10/06/23;;;;;;
38607;Pz;9,12;10/06/23;;;;;;
39113;Pz;2,05;10/06/23;;;;;;
39264;Pz;13,5;10/06/23;;;;;;
39265;Pz;13,5;10/06/23;;;;;;
39266;Pz;13,5;10/06/23;;;;;;
42909;Pz;3,85;10/06/23;;;;;;
46518;Pz;3,02;10/06/23;;;;;;
52491;Pz;2,97;10/06/23;;;;;;
52494;Pz;3,59;10/06/23;;;;;;
52496;Pz;8,74;10/06/23;;;;;;
52497;Pz;9,91;10/06/23;;;;;;
52498;Pz;9,29;10/06/23;;;;;;
52499;Pz;15,9;10/06/23;;;;;;
52500;Pz;15,9;10/06/23;;;;;;
53635;Pz;7,8;10/06/23;;;;;;
53636;Pz;9,02;10/06/23;;;;;;
53637;Pz;1,72;10/06/23;;;;;;
53638;Pz;1,72;10/06/23;;;;;;
53639;Pz;1,72;10/06/23;;;;;;
53640;Pz;1,72;10/06/23;;;;;;
53641;Pz;1,72;10/06/23;;;;;;
53642;Pz;1,72;10/06/23;;;;;;
53643;Pz;1,72;10/06/23;;;;;;
53644;Pz;1,72;10/06/23;;;;;;
53645;Pz;1,72;10/06/23;;;;;;
53646;Pz;1,72;10/06/23;;;;;;
57718;Pz;5,78;10/06/23;;;;;;
57719;Pz;5,72;10/06/23;;;;;;
57720;Pz;5,79;10/06/23;;;;;;
57721;Pz;4,72;10/06/23;;;;;;
58457;CZ;51,8;10/06/23;;;;;;
60987;Pz;2,02;10/06/23;;;;;;
60988;Pz;2,02;10/06/23;;;;;;
60989;Pz;2,02;10/06/23;;;;;;
60990;Pz;2,02;10/06/23;;;;;;
60991;Pz;2,02;10/06/23;;;;;;
60992;Pz;2,02;10/06/23;;;;;;
60993;Pz;2,02;10/06/23;;;;;;
60994;Pz;2,02;10/06/23;;;;;;
60995;Pz;2,02;10/06/23;;;;;;
60996;Pz;2,02;10/06/23;;;;;;
60997;Pz;2,02;10/06/23;;;;;;
60998;Pz;2,02;10/06/23;;;;;;
60999;Pz;2,02;10/06/23;;;;;;
61000;Pz;2,02;10/06/23;;;;;;
61001;Pz;2,02;10/06/23;;;;;;
61002;Pz;2,02;10/06/23;;;;;;
61003;Pz;2,02;10/06/23;;;;;;
61004;Pz;2,02;10/06/23;;;;;;
61005;Pz;2,02;10/06/23;;;;;;
61006;Pz;2,02;10/06/23;;;;;;
61007;Pz;2,02;10/06/23;;;;;;
61008;Pz;2,02;10/06/23;;;;;;
61009;Pz;2,02;10/06/23;;;;;;
61010;Pz;2,02;10/06/23;;;;;;
61011;Pz;2,02;10/06/23;;;;;;
61012;Pz;2,02;10/06/23;;;;;;
61013;Pz;2,02;10/06/23;;;;;;
61014;Pz;2,02;10/06/23;;;;;;
61015;Pz;2,02;10/06/23;;;;;;
61016;Pz;2,02;10/06/23;;;;;;
61017;Pz;2,02;10/06/23;;;;;;
61018;Pz;2,02;10/06/23;;;;;;
61019;Pz;2,02;10/06/23;;;;;;
61020;Pz;2,02;10/06/23;;;;;;
61021;Pz;2,02;10/06/23;;;;;;
61022;Pz;2,02;10/06/23;;;;;;
61023;Pz;2,02;10/06/23;;;;;;
61024;Pz;2,02;10/06/23;;;;;;
61025;Pz;2,02;10/06/23;;;;;;
61026;Pz;2,02;10/06/23;;;;;;
61027;Pz;2,02;10/06/23;;;;;;
61028;Pz;2,02;10/06/23;;;;;;
61029;Pz;2,02;10/06/23;;;;;;
61030;Pz;2,02;10/06/23;;;;;;
61031;Pz;2,02;10/06/23;;;;;;
61032;Pz;2,02;10/06/23;;;;;;
61033;Pz;2,02;10/06/23;;;;;;
61034;Pz;2,02;10/06/23;;;;;;
61035;Pz;2,02;10/06/23;;;;;;
61036;Pz;2,02;10/06/23;;;;;;
61415;Pz;3,71;10/06/23;;;;;;
61416;Pz;3,71;10/06/23;;;;;;
61418;Pz;3,71;10/06/23;;;;;;
61419;Pz;3,71;10/06/23;;;;;;
61420;Pz;3,1;10/06/23;;;;;;
61421;Pz;3,1;10/06/23;;;;;;
61422;Pz;3,23;10/06/23;;;;;;
61423;Pz;3,1;10/06/23;;;;;;
61424;Pz;3,1;10/06/23;;;;;;
61425;Pz;3,1;10/06/23;;;;;;
61426;Pz;3,1;10/06/23;;;;;;
61427;Pz;3,1;10/06/23;;;;;;
61428;Pz;3,1;10/06/23;;;;;;
61429;Pz;3,1;10/06/23;;;;;;
61430;Pz;3,34;10/06/23;;;;;;
61431;Pz;3,34;10/06/23;;;;;;
61432;Pz;3,34;10/06/23;;;;;;
61433;Pz;3,34;10/06/23;;;;;;
61434;Pz;3,34;10/06/23;;;;;;
61435;Pz;3,34;10/06/23;;;;;;
61436;Pz;2,75;10/06/23;;;;;;
61437;Pz;3,08;10/06/23;;;;;;
61438;Pz;3,08;10/06/23;;;;;;
61440;Pz;3,08;10/06/23;;;;;;
61441;Pz;3,08;10/06/23;;;;;;
61442;Pz;3,08;10/06/23;;;;;;
61443;Pz;3,08;10/06/23;;;;;;
61444;Pz;3,08;10/06/23;;;;;;
61446;Pz;3,1;10/06/23;;;;;;
61447;Pz;3,1;10/06/23;;;;;;
61448;Pz;3,1;10/06/23;;;;;;
61449;Pz;3,1;10/06/23;;;;;;
61450;Pz;3,1;10/06/23;;;;;;
61451;Pz;3,1;10/06/23;;;;;;
61452;Pz;3,37;10/06/23;;;;;;
61453;Pz;3,37;10/06/23;;;;;;
61491;Pz;3,3;10/06/23;;;;;;
61492;Pz;3,9;10/06/23;;;;;;
61493;Pz;3,3;10/06/23;;;;;;
61593;Pz;13,95;10/06/23;;;;;;
62951;Pz;24,7;10/06/23;;;;;;
62953;CZ;2,73;10/06/23;;;;;;
63124;Pz;4,03;10/06/23;;;;;;
68284;Pz;8,57;10/06/23;;;;;;
71315;Pz;4;10/06/23;;;;;;
73099;Pz;5,1;10/06/23;;;;;;
73100;Pz;6,1;10/06/23;;;;;;
73101;Pz;4,91;10/06/23;;;;;;
73102;Pz;2,61;10/06/23;;;;;;
75586;Pz;5,23;10/06/23;;;;;;
75587;Pz;5,75;10/06/23;;;;;;
75588;Pz;4,72;10/06/23;;;;;;
75589;Pz;6,89;10/06/23;;;;;;
75590;Pz;1,48;10/06/23;;;;;;
75591;Pz;1,06;10/06/23;;;;;;
75592;Pz;3,58;10/06/23;;;;;;
75593;Pz;3,55;10/06/23;;;;;;
75594;Pz;7,17;10/06/23;;;;;;
75595;Pz;5,79;10/06/23;;;;;;
80632;Pz;21,5;10/06/23;;;;;;
80923;Pz;3,97;10/06/23;;;;;;
80924;Pz;9,28;10/06/23;;;;;;
80925;Pz;9,28;10/06/23;;;;;;
81857;Pz;11,2;10/06/23;;;;;;
81858;Pz;11,2;10/06/23;;;;;;
81859;Pz;11,2;10/06/23;;;;;;
81860;Pz;11,2;10/06/23;;;;;;
81861;Pz;11,2;10/06/23;;;;;;
81862;Pz;11,2;10/06/23;;;;;;
81863;Pz;11,2;10/06/23;;;;;;
81864;Pz;11,2;10/06/23;;;;;;
81865;Pz;11,2;10/06/23;;;;;;
81866;Pz;7,19;10/06/23;;;;;;
81867;Pz;7,19;10/06/23;;;;;;
84550;Pz;3,52;10/06/23;;;;;;
86267;Pz;3,52;10/06/23;;;;;;
86268;Pz;4,73;10/06/23;;;;;;
89422;Pz;9,58;10/06/23;;;;;;
89909;Pz;2,52;10/06/23;;;;;;
90696;Pz;4,62;10/06/23;;;;;;
91259;Pz;3,74;10/06/23;;;;;;
91706;Pz;3,3;10/06/23;;;;;;
93380;Pz;5,62;10/06/23;;;;;;
94361;Pz;5,78;10/06/23;;;;;;
94362;Pz;5,85;10/06/23;;;;;;
94363;Pz;3,91;10/06/23;;;;;;
99068;Pz;5,01;10/06/23;;;;;;
99069;Pz;4,1;10/06/23;;;;;;
99071;Pz;6,39;10/06/23;;;;;;
99072;Pz;11,34;10/06/23;;;;;;
99494;Pz;5;10/06/23;;;;;;
97132;Pz;11,3;10/06/23;;;;;;
74770;Pz;180,5;10/06/23;;;;;;
55847;Pz;6,68;10/06/23;;;;;;
80179;Pz;17,4;10/06/23;;;;;;
3948;Pz;41,3;10/06/23;;;;;;
68375;Pz;16,3;10/06/23;;;;;;
68376;Pz;16,3;10/06/23;;;;;;
68377;Pz;24,9;10/06/23;;;;;;
68378;Pz;24,9;10/06/23;;;;;;
68380;Pz;27,2;10/06/23;;;;;;
72869;Pz;55,9;10/06/23;;;;;;
72870;Pz;76,1;10/06/23;;;;;;
79844;Pz;19,5;10/06/23;;;;;;
79845;Pz;19,5;10/06/23;;;;;;
79846;Pz;29,6;10/06/23;;;;;;
79847;Pz;29,6;10/06/23;;;;;;
79848;CZ;102,3;10/06/23;;;;;;
79849;CZ;102,3;10/06/23;;;;;;
72871;Pz;325;10/06/23;;;;;;
49303;Pz;131,3;10/06/23;;;;;;
43730;Pz;12,6;10/06/23;;;;;;
92006;Pz;13,3;10/06/23;;;;;;
68688;Pz;34,8;10/06/23;;;;;;
68689;Pz;39,1;10/06/23;;;;;;
68690;Pz;65,5;10/06/23;;;;;;
68687;Pz;43,5;10/06/23;;;;;;
138;Pz;8,98;10/06/23;;;;;;
59786;Pz;7,83;10/06/23;;;;;;
59787;Pz;8,71;10/06/23;;;;;;
59790;Pz;9,11;10/06/23;;;;;;
59791;Pz;10,2;10/06/23;;;;;;
59792;Pz;12,2;10/06/23;;;;;;
59793;Pz;13,6;10/06/23;;;;;;
59794;Pz;10,6;10/06/23;;;;;;
59795;Pz;10,6;10/06/23;;;;;;
59796;Pz;24,3;10/06/23;;;;;;
59797;Pz;27;10/06/23;;;;;;
59802;Pz;22;10/06/23;;;;;;
59803;Pz;24,4;10/06/23;;;;;;
59804;Pz;37,6;10/06/23;;;;;;
59805;Pz;41,8;10/06/23;;;;;;
59806;Pz;21,2;10/06/23;;;;;;
59807;Pz;23,5;10/06/23;;;;;;
59808;Pz;23;10/06/23;;;;;;
59809;Pz;25,6;10/06/23;;;;;;
59810;Pz;20,4;10/06/23;;;;;;
59811;Pz;22,7;10/06/23;;;;;;
59812;Pz;20,4;10/06/23;;;;;;
59813;Pz;22,7;10/06/23;;;;;;
59814;Pz;20,4;10/06/23;;;;;;
59815;Pz;22,7;10/06/23;;;;;;
59816;Pz;30,4;10/06/23;;;;;;
59817;Pz;33,8;10/06/23;;;;;;
59818;Pz;30,4;10/06/23;;;;;;
59819;Pz;33,8;10/06/23;;;;;;
59820;Pz;43,9;10/06/23;;;;;;
59821;Pz;48,8;10/06/23;;;;;;
59823;Pz;2,88;10/06/23;;;;;;
59824;Pz;2,88;10/06/23;;;;;;
59825;Pz;2,88;10/06/23;;;;;;
59826;Pz;2,88;10/06/23;;;;;;
59827;Pz;6,8;10/06/23;;;;;;
62578;Pz;19,2;10/06/23;;;;;;
62580;Pz;40,8;10/06/23;;;;;;
62581;CZ;213,2;10/06/23;;;;;;
62582;CZ;330,3;10/06/23;;;;;;
62583;Pz;15;10/06/23;;;;;;
62584;Pz;29,2;10/06/23;;;;;;
64296;Pz;8,44;10/06/23;;;;;;
68489;Pz;45,5;10/06/23;;;;;;
68516;Pz;11,9;10/06/23;;;;;;
68517;Pz;22,5;10/06/23;;;;;;
68518;Pz;25;10/06/23;;;;;;
68519;Pz;31,3;10/06/23;;;;;;
68520;Pz;40,8;10/06/23;;;;;;
68521;Pz;17,6;10/06/23;;;;;;
69299;Pz;41;10/06/23;;;;;;
70707;Pz;21,3;10/06/23;;;;;;
70944;CZ;135;10/06/23;;;;;;
72777;Pz;18,2;10/06/23;;;;;;
72778;Pz;8,44;10/06/23;;;;;;
72779;Pz;10,6;10/06/23;;;;;;
72780;Pz;47,5;10/06/23;;;;;;
72781;Pz;13;10/06/23;;;;;;
72783;Pz;22,7;10/06/23;;;;;;
74393;Pz;34,6;10/06/23;;;;;;
75385;Pz;29,8;10/06/23;;;;;;
75386;Pz;33,1;10/06/23;;;;;;
79981;CZ;53,5;10/06/23;;;;;;
79982;CZ;187,8;10/06/23;;;;;;
79983;CZ;135;10/06/23;;;;;;
79984;CZ;242,2;10/06/23;;;;;;
79985;Pz;15,5;10/06/23;;;;;;
81543;Pz;24,3;10/06/23;;;;;;
81544;Pz;65,5;10/06/23;;;;;;
85770;Pz;7,93;10/06/23;;;;;;
85771;Pz;8,81;10/06/23;;;;;;
87304;Pz;20,8;10/06/23;;;;;;
55798;Pz;66,5;10/06/23;;;;;;
79078;Pz;16,6;10/06/23;;;;;;
79081;Pz;16,6;10/06/23;;;;;;
3482;Pz;15,9;10/06/23;;;;;;
3483;Pz;17,9;10/06/23;;;;;;
43763;Pz;53,5;10/06/23;;;;;;
43764;Pz;71,3;10/06/23;;;;;;
43767;Pz;77,6;10/06/23;;;;;;
43768;Pz;83,3;10/06/23;;;;;;
43775;Pz;63;10/06/23;;;;;;
43776;Pz;68,1;10/06/23;;;;;;
43777;Pz;89,7;10/06/23;;;;;;
43778;Pz;98;10/06/23;;;;;;
48236;Pz;19,8;10/06/23;;;;;;
48240;Pz;16,64;10/06/23;;;;;;
48241;Pz;18,5;10/06/23;;;;;;
48246;Pz;45,2;10/06/23;;;;;;
48247;Pz;57,3;10/06/23;;;;;;
48255;Pz;68,7;10/06/23;;;;;;
48259;Pz;61,5;10/06/23;;;;;;
50291;Pz;162,8;10/06/23;;;;;;
50293;Pz;112;10/06/23;;;;;;
50295;Pz;20,4;10/06/23;;;;;;
50296;Pz;22,3;10/06/23;;;;;;
71407;Pz;20,4;10/06/23;;;;;;
71408;Pz;21,7;10/06/23;;;;;;
51189;Pz;5,15;10/06/23;;;;;;
51190;Pz;6,91;10/06/23;;;;;;
51191;Pz;10,1;10/06/23;;;;;;
51192;Pz;18,3;10/06/23;;;;;;
54333;CZ;2,58;10/06/23;;;;;;
54334;CZ;2,62;10/06/23;;;;;;
54335;CZ;2,7;10/06/23;;;;;;
54336;CZ;2,9;10/06/23;;;;;;
54337;CZ;3;10/06/23;;;;;;
54338;CZ;3,12;10/06/23;;;;;;
54399;CZ;3,34;10/06/23;;;;;;
54400;CZ;3,98;10/06/23;;;;;;
54401;CZ;4,14;10/06/23;;;;;;
54402;CZ;4,3;10/06/23;;;;;;
15009;Pz;0,8;10/06/23;;;;;;
15010;Pz;0,82;10/06/23;;;;;;
15011;Pz;0,86;10/06/23;;;;;;
15012;Pz;0,96;10/06/23;;;;;;
15013;Pz;1,01;10/06/23;;;;;;
15014;Pz;1,07;10/06/23;;;;;;
15015;Pz;1,18;10/06/23;;;;;;
15016;Pz;1,5;10/06/23;;;;;;
15017;Pz;1,58;10/06/23;;;;;;
15018;Pz;1,66;10/06/23;;;;;;
76857;Pz;103,4;10/06/23;;;;;;
77976;Pz;28,2;10/06/23;;;;;;
77977;Pz;12,4;10/06/23;;;;;;
98182;Pz;8;10/06/23;;;;;;
61287;Pz;25,4;10/06/23;;;;;;
61288;Pz;8,76;10/06/23;;;;;;
53556;Pz;14,4;10/06/23;;;;;;
57708;Pz;42,1;10/06/23;;;;;;
82286;CZ;3,32;10/06/23;;;;;;
82287;CZ;3,49;10/06/23;;;;;;
82288;CZ;4,81;10/06/23;;;;;;
82289;CZ;4,15;10/06/23;;;;;;
82290;CZ;5,81;10/06/23;;;;;;
82291;CZ;7,25;10/06/23;;;;;;
82292;CZ;10,3;10/06/23;;;;;;
82293;CZ;4,81;10/06/23;;;;;;
82294;CZ;4,14;10/06/23;;;;;;
82295;CZ;7,3;10/06/23;;;;;;
82296;CZ;6,47;10/06/23;;;;;;
82297;CZ;9,5;10/06/23;;;;;;
82298;CZ;4,32;10/06/23;;;;;;
82299;CZ;3,98;10/06/23;;;;;;
82300;CZ;4,85;10/06/23;;;;;;
89325;Pz;815,8;10/06/23;;;;;;
738;Pz;83,9;10/06/23;;;;;;
62088;CZ;9,78;10/06/23;;;;;;
77056;Pz;108,7;10/06/23;;;;;;
81155;Pz;102,5;10/06/23;;;;;;
81156;Pz;153,8;10/06/23;;;;;;
87939;Pz;172,7;10/06/23;;;;;;
84087;Pz;206,8;10/06/23;;;;;;
471;Pz;52,1;10/06/23;;;;;;
86047;Pz;103,5;10/06/23;;;;;;
87846;Pz;59,5;10/06/23;;;;;;
89831;Pz;42,2;10/06/23;;;;;;
76858;Pz;17,2;10/06/23;;;;;;
76859;Pz;12,4;10/06/23;;;;;;
76860;CZ;12,5;10/06/23;;;;;;
77978;Pz;64,1;10/06/23;;;;;;
77979;Pz;104,9;10/06/23;;;;;;
77980;Pz;155,6;10/06/23;;;;;;
77981;Pz;312;10/06/23;;;;;;
77982;Pz;402,4;10/06/23;;;;;;
77983;Pz;466,6;10/06/23;;;;;;
77984;Pz;29,9;10/06/23;;;;;;
77985;Pz;22,2;10/06/23;;;;;;
77986;Pz;56,9;10/06/23;;;;;;
77987;CZ;14,7;10/06/23;;;;;;
77988;CZ;15,5;10/06/23;;;;;;
77989;CZ;24;10/06/23;;;;;;
77505;CZ;7,47;10/06/23;;;;;;
77506;Pz;0,9;10/06/23;;;;;;
80067;Pz;1,5;10/06/23;;;;;;
92997;Pz;7,48;10/06/23;;;;;;
79761;Pz;55,1;10/06/23;;;;;;
79762;Pz;68;10/06/23;;;;;;
79763;Pz;4,73;10/06/23;;;;;;
79764;Pz;7,09;10/06/23;;;;;;
79765;Pz;1,42;10/06/23;;;;;;
80497;Pz;1,42;10/06/23;;;;;;
98183;Pz;5,04;10/06/23;;;;;;
54227;Pz;4,75;10/06/23;;;;;;
99559;Pz;188,8;10/06/23;;;;;;
99560;Pz;233,1;10/06/23;;;;;;
99561;Pz;286;10/06/23;;;;;;
99562;Pz;522;10/06/23;;;;;;
99563;Pz;14,3;10/06/23;;;;;;
99564;Pz;19;10/06/23;;;;;;
99565;Pz;33,3;10/06/23;;;;;;
99566;CZ;14,3;10/06/23;;;;;;
99567;CZ;14,8;10/06/23;;;;;;
99568;CZ;15,2;10/06/23;;;;;;
99569;CZ;27,6;10/06/23;;;;;;
99570;Pz;26,6;10/06/23;;;;;;
77130;Pz;44,8;10/06/23;;;;;;
96473;Pz;44,8;10/06/23;;;;;;
99831;Pz;138,62;10/06/23;;;;;;
72762;Pz;177,6;10/06/23;;;;;;
79607;Pz;177,6;10/06/23;;;;;;
71163;Pz;179,1;10/06/23;;;;;;
59041;Pz;47,5;10/06/23;;;;;;
60162;Pz;20,9;10/06/23;;;;;;
60163;Pz;23,2;10/06/23;;;;;;
60164;Pz;23,8;10/06/23;;;;;;
45195;Pz;10,7;10/06/23;;;;;;
90624;Pz;65;10/06/23;;;;;;
70061;Pz;18,16;10/06/23;;;;;;
70062;Pz;29,9;10/06/23;;;;;;
70063;Pz;34,9;10/06/23;;;;;;
70064;Pz;6,5;10/06/23;;;;;;
77106;Pz;49,8;10/06/23;;;;;;
77107;Pz;59,7;10/06/23;;;;;;
77535;Pz;10,5;10/06/23;;;;;;
8404;Pz;25,1;10/06/23;;;;;;
43961;Pz;38,9;10/06/23;;;;;;
50475;Pz;61,8;10/06/23;;;;;;
50476;Pz;47,6;10/06/23;;;;;;
50477;Pz;10,7;10/06/23;;;;;;
6737;Pz;3,19;10/06/23;;;;;;
8250;Pz;12,3;10/06/23;;;;;;
47225;Pz;1,65;10/06/23;;;;;;
63794;Pz;1,02;10/06/23;;;;;;
63795;Pz;1,02;10/06/23;;;;;;
63796;Pz;1,11;10/06/23;;;;;;
63797;Pz;1,11;10/06/23;;;;;;
63798;Pz;1,25;10/06/23;;;;;;
63799;Pz;1,25;10/06/23;;;;;;
63800;Pz;1,25;10/06/23;;;;;;
63801;Pz;1,25;10/06/23;;;;;;
63802;Pz;1,36;10/06/23;;;;;;
63803;Pz;1,36;10/06/23;;;;;;
63804;Pz;1,48;10/06/23;;;;;;
63805;Pz;1,48;10/06/23;;;;;;
79748;Pz;155,3;10/06/23;;;;;;
82124;Pz;31,4;10/06/23;;;;;;
82125;Pz;31,4;10/06/23;;;;;;
82126;Pz;1,72;10/06/23;;;;;;
82127;Pz;1,72;10/06/23;;;;;;
82128;Pz;1,72;10/06/23;;;;;;
82109;Pz;30,5;10/06/23;;;;;;
82110;Pz;30,5;10/06/23;;;;;;
82111;Pz;30,5;10/06/23;;;;;;
82112;Pz;30,5;10/06/23;;;;;;
82113;Pz;30,5;10/06/23;;;;;;
82114;Pz;30,5;10/06/23;;;;;;
82115;Pz;41,2;10/06/23;;;;;;
82116;Pz;41,2;10/06/23;;;;;;
82117;Pz;58;10/06/23;;;;;;
82118;Pz;58;10/06/23;;;;;;
82119;Pz;32,9;10/06/23;;;;;;
82120;Pz;32,9;10/06/23;;;;;;
82121;Pz;32,9;10/06/23;;;;;;
82122;Pz;32,9;10/06/23;;;;;;
82123;Pz;36,2;10/06/23;;;;;;
83157;Pz;0,069;10/06/23;;;;;;
15718;Pz;0,0418;10/06/23;;;;;;
15719;Pz;0,058;10/06/23;;;;;;
15720;Pz;0,066;10/06/23;;;;;;
15722;Pz;0,014;10/06/23;;;;;;
15723;Pz;0,0162;10/06/23;;;;;;
15724;Pz;0,0183;10/06/23;;;;;;
15725;Pz;0,0198;10/06/23;;;;;;
15726;Pz;0,0271;10/06/23;;;;;;
15727;Pz;0,0396;10/06/23;;;;;;
54883;CZ;1,45;10/06/23;;;;;;
54884;CZ;1,61;10/06/23;;;;;;
54885;CZ;1,69;10/06/23;;;;;;
54886;CZ;1,33;10/06/23;;;;;;
54887;CZ;1,37;10/06/23;;;;;;
54888;CZ;1,31;10/06/23;;;;;;
54889;CZ;1,33;10/06/23;;;;;;
54890;CZ;1,31;10/06/23;;;;;;
54891;CZ;1,43;10/06/23;;;;;;
76228;CZ;3,9;10/06/23;;;;;;
76229;CZ;4,34;10/06/23;;;;;;
76230;CZ;4,77;10/06/23;;;;;;
76231;CZ;5,07;10/06/23;;;;;;
76232;CZ;6,56;10/06/23;;;;;;
76233;CZ;9,06;10/06/23;;;;;;
88326;CZ;1,69;10/06/23;;;;;;
6583;Pz;6,07;10/06/23;;;;;;
6585;Pz;4,29;10/06/23;;;;;;
6586;Pz;2,95;10/06/23;;;;;;
11512;Pz;3,98;10/06/23;;;;;;
61340;Pz;8,65;10/06/23;;;;;;
71266;Pz;1,58;10/06/23;;;;;;
71267;Pz;1,58;10/06/23;;;;;;
71268;Pz;2,58;10/06/23;;;;;;
71269;Pz;2,58;10/06/23;;;;;;
71270;Pz;2,4;10/06/23;;;;;;
71271;Pz;4,43;10/06/23;;;;;;
83407;Pz;1,83;10/06/23;;;;;;
83408;Pz;2,17;10/06/23;;;;;;
83409;Pz;2,55;10/06/23;;;;;;
83410;Pz;3,58;10/06/23;;;;;;
9209;Pz;2,64;10/06/23;;;;;;
9414;Pz;1,8;10/06/23;;;;;;
9415;Pz;1,83;10/06/23;;;;;;
9416;Pz;2,09;10/06/23;;;;;;
77820;Pz;2,46;10/06/23;;;;;;
