conto;denominazione;denominazione_2;email;website;indirizzo;cap;citta;provincia;codice_fiscale;partita_iva;telefono;fax;attivo;accesso;password;ultimo_aggiornamento;token
230105816;FRATELLI DALL'ARA SRL;NULL;amministrazione@fratellidallara.it;NULL;FRAZIONE MOLINO, 12/B;13835;VALDILANA;BI;219680022;219680022;157387677;157387677;A;NULL;NULL;2023-02-14 17:39:15.000;NULL
230105820;AUTOTRASPORTI BRUNI CLAUDIO;NULL;NULL;NULL;VIA FIUME, 35;13878;CANDELO;BI;BRNCLD70D19A859H;1708670029;015/2538132;NULL;A;NULL;NULL;2023-02-15 15:57:24.800;NULL
230105825;NORICA TIMBER VERTRIEB GMBH;NULL;NULL;NULL;FEISTRITZ 1;0;AUSTRIA;NULL;ATU47611204;NULL;NULL;NULL;A;NULL;NULL;2023-09-14 16:49:24.000;NULL
230105826;BINDERHOLZ GMBH;NULL;sabrina.mauracher@binderholz.com;NULL;ZILLERTALSTRASSE 39;0;A-6263 FUEGEN ZILLERTAL;NULL;ATU33205206;NULL;NULL;AGENTE ROMUSSI;A;NULL;NULL;2023-08-11 15:06:00.893;NULL
230105828;BINDERHOLZ DEUTSCHLAND GMBH;NULL;office@binderholz.com;NULL;EINSTEINSTRASSE 9;NULL;D - 85092 KOSCHING - INTERPARK;NULL;DE814322430;NULL;435288601;NULL;A;NULL;NULL;2023-06-26 10:06:34.967;NULL
230105829;MOULIN BOIS ENERGIE;NULL;NULL;NULL;ZA DE VILLE;0;43220 DUNIERES;NULL;FR57499475713;NULL;NULL;NULL;A;NULL;NULL;2023-06-10 10:47:13.610;NULL
230105830;ALLSYSTEM 1 SRL;NULL;acquisti.allsystem1@allsystemgroup.it;albo.apkappa.it;STRADA CARLO FELICE TROSSI, 38;13871;VERRONE;BI;1933640029;1933640029;152558383;152558353;A;NULL;NULL;2023-05-04 09:05:05.000;NULL
230105835;SURACE PIETRO;NULL;autotrasportisurace@gmail.com;NULL;VIA XXV APRILE, 90;13037;SERRAVALLE SESIA;VC;SRCPTR59P06L305V;1548500022;163459277;16323125;A;NULL;NULL;2023-09-15 10:38:09.000;NULL
230105838;FIORINI GIOVANNI;NULL;NULL;NULL;VIA CARDUCCI, 28;13876;SANDIGLIANO;BI;FRNGNN49T26E962S;1751130020;015692159.;NULL;A;NULL;NULL;2023-02-14 17:39:15.000;NULL
230105839;MAZZUCHETTI SIMONE;NULL;FALEGNAMERIA.MAZZUCHETTI@LIVE.IT;NULL;VIA AMENDOLA, 18;13816;SAGLIANO MICCA;BI;MZZSMN79A25A859U;2174520029;NULL;NULL;A;NULL;NULL;2023-02-16 13:27:01.000;NULL
230105842;STANLEY BLACK & DECKER ITALIA SRL;NULL;monica.tad8@sbdinc.com;www.stanley.it;VIA ENERGY PARK, 6;20871;VIMERCATE;MB;3225990138;3225990138;399590200;399590314;A;NULL;NULL;2023-08-29 17:58:22.917;NULL
230105854;COSMOS SRL;NULL;amministrazione@cosmos-scale.it;NULL;VIA STOPPANI N. 20;22032;ALBESE CON CASSANO;CO;1449900131;1449900131;31421035;NULL;A;NULL;NULL;2023-09-19 18:08:59.010;NULL
230105864;FERRIERE NORD SPA;NULL;fn-amministrazione@pittini.it;www.ferriere.pittini.it;ZONA INDUSTRIALE, SNC;33010;OSOPPO;UD;163780307;163780307;432062811;432062822;A;NULL;NULL;2022-12-12 14:40:28.000;NULL
230105888;ZIA SRL;NULL;info@zia-srl.it;www.zia-srl.it;VIA MINIERE, 3;10015;IVREA;TO;6432300017;6432300017;125641702;12545453;A;NULL;NULL;2023-05-23 15:11:28.000;NULL
230105889;GARBACCIO & FILINI SRL COSTRUZIONI EDILI;NULL;garbaccioefilini@gmail.com;NULL;VIA MAZZINI 15;13816;SAGLIANO MICCA;BI;NULL;2114420025;15471346;3491268980 F;A;NULL;NULL;2023-02-14 17:39:15.000;NULL
230105890;CECCATO OLINDO SRL;NULL;info@ceccato-olindo.it;ceccato-olindo.it;VIA GIUSTINIANI, 1;35010;SAN GIORGIO DELLE PERTICHE;PD;202230280;202230280;495742051;NULL;A;NULL;NULL;2023-05-03 10:54:57.343;NULL
230105895;I.CO.S. SRL;NULL;marketing@icos.to;www.icosspa.eu;STRADA CASTELLO DI MIRAFIORI, 272;10135;TORINO;TO;4615410018;4615410018;116067010;116067010;A;NULL;NULL;2023-08-28 09:25:30.783;NULL
230105900;BALLARI MILCO;NULL;NULL;NULL;VIA DEI MUGHETTI, 27;10090;SANGANO;TO;BLLMLC68H17A518U;8199180012;3358215094;NULL;A;NULL;NULL;2023-05-10 08:14:46.907;NULL
230105915;GATTONI RUBINETTERIA SPA;NULL;gattoni@gattonirubinetteria.com;www.gattonirubinetteria.com;VIA PIETRO DURIO, 5;28010;PELLA;NO;118710037;118710037;NULL;NULL;A;NULL;NULL;2023-09-15 16:24:34.950;NULL
230105919;COMPAGNIA MERCI AEREE SRL;NULL;cma@cmagoa.it;NULL;AEROPORTO CRISTOFORO COLOMBO;0;GENOVA;GE;268770104;268770104;10600891;106502308;A;NULL;NULL;2023-08-24 17:49:23.000;NULL
230105924;VALTRANS SRL SOCIO UNICO;NULL;traffico@trasportivaltrans.it;NULL;VIA COMUNALE, 83/85;25079;VOBARNO;BS;1956610982;1956610982;365591952;365599376;A;NULL;NULL;2023-03-13 14:14:42.980;NULL
230105941;NOVAMACH ITALIA SRL;NULL;luca@novamachsrl.it;www.novamachsrl.it;VIA LIVORNESE, 8/A;51019;PONTE BUGGIANESE;PT;2024000461;2024000461;572635536;572931000;A;NULL;NULL;2023-05-26 16:22:57.920;NULL
230105943;MACHIERALDO GUSTAVO SPA;NULL;machieraldo@machieraldo.it;www.machieraldo.it;VIA VILLETTA STRA', 12;13881;CAVAGLIA';BI;151700028;151700028;16196044;161966770;A;NULL;NULL;2023-09-22 09:10:31.530;NULL
230105959;MANITOWOC CRANE GROUP ITALY SRL;NULL;info@manitowoc.com;www.manitowoc.com;VIA FABBRICHE, 4;12060;NIELLA TANARO;CN;771880150;771880150;174226611;174226667;A;NULL;NULL;2023-02-22 10:42:04.220;NULL
230105961;CIVA BLOCKPAVING SRL;NULL;commerciale@gruppociva.it;NULL;VIA MARTIRI DELLA LIBERTA', 2;10010;ALBIANO D'IVREA;TO;8104470011;8104470011;125616960;125616905;A;NULL;NULL;2023-09-12 11:27:53.000;NULL
230105975;EDILIANS SAS;NULL;NULL;NULL;65 CHEMIN DU MOULIN CARONNE;0;DARDILLY;NULL;FR43449354224;NULL;NULL;NULL;A;NULL;NULL;2023-04-19 11:43:03.000;NULL
230105976;SABART SRL;NULL;info@sabart.it;NULL;VIA ZOBOLI, 18/ABC;42124;ZONA IND.LE MANCASALE;NULL;2493410357;2493410357;522508511;522514542;A;NULL;NULL;2022-12-12 14:40:28.000;NULL
230105977;SEGHERIA CANEPA UMBERTO DI CANEPA ANDREA;NULL;odisseanellospazio@libero.it;NULL;VIA PIATTO LOC.PECINOTTA;13841;BIOGLIO;BI;NULL;1926500024;15441105;NULL;A;NULL;NULL;2023-09-15 10:54:16.000;NULL
230105981;HUNDEGGER ITALIA SRL;NULL;info@hundeggeritalia.it;www.hundegger.com;VIA MARIE CURIE, 15;39100;BOLZANO;BZ;2834900215;2834900215;471823630;471812415;A;NULL;NULL;2023-09-05 17:29:11.000;NULL
230105983;HDG GROUP SRL;NULL;hdg@hdg.it;www.hdg.it;VIA GRAZIA CAVANNA, 3;43018;SISSA TRECASALI;PR;1898690340;1898690340;521379085;521877338;A;NULL;NULL;2023-05-10 10:56:19.373;NULL
230105984;MAMO SRL LAVORAZIONE LEGNO;NULL;info@mamolegno.it;www.mamolegno.it;PIAZZA CARLO FELICE, 18;10121;TORINO;TO;11326970016;11326970016;141990768;141990768;A;NULL;NULL;2023-09-19 16:28:50.777;NULL
230105985;SILLA MACCHINE EDILI E STRADALI SRL;NULL;info@sillaitaly.com;www.sillaitaly.it;VIA SAN GIMIGNANO, 96;53036;POGGIBONSI;SI;47350525;47350525;577938051;577981609;A;NULL;NULL;2023-05-18 10:50:09.000;NULL
230105987;HOLZHOF-ARNBACH GMBH;NULL;NULL;NULL;ARNBACH 75 A;0;A-9920 SILLIAN;NULL;ATU48741401;NULL;NULL;NULL;A;NULL;NULL;2023-03-23 16:57:01.553;NULL
230106015;SCHNELL SPA;NULL;marketing@schnell.it;www.schnell.it;VIA SANDRO RUPOLI 2,;61036;COLLI AL METAURO;PU;112900410;112900410;721878711;7218787330;A;NULL;NULL;2023-05-17 10:42:59.000;NULL
230106035;UNIVERSO CLASSICO SNC;NULL;info@universoclassico.it;NULL;VIA ENRICO TOTI 1;37053;CEREA;VR;4542660230;4542660230;0442/370197;NULL;A;NULL;NULL;2023-06-22 14:13:25.000;NULL
230106036;A.F. S.R.L.;NULL;NULL;NULL;VIA SAN QUINTINO 44;0;TORINO;TO;8108340012;8108340012;011/6064920;011/6054206;A;NULL;NULL;2023-07-24 10:40:32.200;NULL
230106038;ADRIA ART SRL;NULL;commitalia@adria-art.com;www.adriaart.it;VIA LUIGI GALVANI, 7/A;47832;SAN CLEMENTE;RN;4104430402;4104430402;541659186;541658186;A;NULL;NULL;2023-09-15 10:38:48.000;NULL
230106041;GIDEA SRL;NULL;info@gidea.it;NULL;VIA PIGINI 59,;60022;CASTELFIDARDO;AN;49040421;49040421;717206830;717206838;A;NULL;NULL;2023-09-11 17:29:49.810;NULL
230106047;ANDREA BIZZOTTO SPA;NULL;info@bizzotto.com;www.bizzotto.com;VIA SPIN, 71/73;36060;ROMANO D'EZZELINO;VI;2576930248;2576930248;800483332;424514699;A;NULL;NULL;2023-03-31 15:23:19.000;NULL
230106048;INICON SRL;NULL;NULL;www.k8radiatori.it;VIA CIRO MENOTTI, 23/B;22063;CANTU';CO;2432160139;2432160139;317073610;317092061;A;NULL;NULL;2023-09-14 09:56:32.957;NULL
230106049;APA GROUP SPA;NULL;contatto@apagroup.net;apagroup.it;VIA DEL GAGGIOLO, 22;24040;ARCENE;BG;95096650163;3142140163;35879471;35879471;A;NULL;NULL;2023-08-03 16:59:42.000;NULL
230106051;ITALPUNTE SRL;NULL;info@italpunte.com;italpunte.it;VIA SAN MAURIZIO 23,;10072;CASELLE TORINESE;TO;5118910016;5118910016;119914190;119914476;A;NULL;NULL;2023-04-07 11:03:59.000;NULL
230106052;GIESSEGI INDUSTRIA MOBILI SPA;NULL;info@giessegi.it;www.giessegi.it;VIA BRAMANTE, 39;62010;APPIGNANO;MC;642760433;642760433;73357628;73357628;A;NULL;NULL;2023-09-19 16:36:41.727;NULL
230106055;KASK SPA;NULL;Marangonisas@gmail.com;www.kask.com;VIA FIRENZE, 5;24060;CHIUDUNO;BG;3116700166;3116700166;354427497;354427704;A;NULL;NULL;2023-09-08 18:10:48.000;NULL
230106056;AR - TRE SRL;NULL;ar-tre@ar-tre.it;www.ar-tre.it;VIALE EUROPA, 10;33070;BRUGNERA;PN;1117350932;1117350932;0434 610230;434610251;A;NULL;NULL;2023-09-12 11:45:41.000;NULL
230106060;L.S. FACTORY SRL;NULL;laseggiola@laseggiola.it;NULL;VIA BENVENUTO CELLINI, 1;20129;MILANO;MI;10310390967;10310390967;392143363;NULL;A;NULL;NULL;2023-09-15 18:02:04.513;NULL
230106062;LA MAURITANA SRL;NULL;info@lamauritana.it;www.lamauritana.it;VIA II GIUGNO, 97;13866;MASSERANO;BI;1851830024;1851830024;1599378;1599368;A;NULL;NULL;2023-09-05 17:29:42.000;NULL
230106064;LA VENETA RETI SRL;NULL;davide.marchetti@siderpiemonte.it;www.pittini.it;VIA EUROPA UNITA, 13;35010;LOREGGIA;PD;268080934;987400280;499322511;499322550;A;NULL;NULL;2023-05-16 15:45:46.223;NULL
230106065;LAMACISTE SPA;NULL;info@fortinfissi.it;NULL;VIA SANDRO PENNA, 146;6132;PERUGIA;PG;2890440544;2890440544;755288801;755272719;A;NULL;NULL;2023-09-08 11:26:41.470;NULL
230106066;AZZURRA GROUP SRL;NULL;NULL;www.azzurrabagni.com;VIA CODOPE', 62;33087;PASIANO DI PORDENONE;PN;850050261;1109860930;434611056;434611066;A;NULL;NULL;2023-09-20 16:31:59.853;NULL
230106067;LAZIER FLAVIO AMABILE LAZIER SANDRO EGIDIO E ;GLAVINA MARCO S.N.C;NULL;NULL;LOCALITA' CAPOLUOGO-GABY DESOUT 7,;11020;GABY;AO;69470078;69470078;125806813;125806813;A;NULL;NULL;2023-05-09 15:11:02.000;NULL
230106070;BATTISTELLA SPA;NULL;info@battistellacompany.it;www.battistellacompany.it;VIA GALILEO GALILEI, 35;31053;PIEVE DI SOLIGO;TV;2048770263;2048770263;438839311;438839498;A;NULL;NULL;2023-09-26 11:35:34.350;NULL
230106071;LINEA SEDIA SRL;NULL;info@dilazzaro.com;www.dilazzaro.com;VIA ALESSANDRO MANZONI, SNC;64023;MOSCIANO SANT'ANGELO;TE;828080671;828080671;858071503;858071704;A;NULL;NULL;2023-04-14 15:53:43.007;NULL
230106072;BEAMTECH SRL;NULL;segreteria@beamtech.it;www.beamtech.it;VIA BRUGHIERE, 11;28017;SAN MAURIZIO D'OPAGLIO;NO;2198800035;2198800035;322950902;322950902;A;NULL;NULL;2023-05-18 16:18:56.513;NULL
230106075;LOMAGNO SNC DI LOMAGNO MATTEO & C.;NULL;info@lomagnocaluso.it;www.lomagnocaluso.it;VIA UNITA' D' ITALIA, 18;10014;CALUSO;TO;9958590011;9958590011;119831383;NULL;A;NULL;NULL;2023-05-24 10:27:14.133;NULL
230106076;BETON CANDEO SRL;NULL;betoncandeo@gruppocandeo.it;www.gruppocandeo.it;ZONA INDUSTRIALE PRIMA STRADA, 35 INT.C;35129;PADOVA;PD;225290287;225290287;497627511;498074614;A;NULL;NULL;2023-09-15 11:12:54.000;NULL
230106077;LUBE INDUSTRIES SRL;NULL;INFO@CUCINELUBE.IT;www.cucinelube.it;VIA DELL'INDUSTRIA, 4;62010;TREIA;MC;1504060433;1504060433;7331999422;733840222;A;NULL;NULL;2023-02-08 17:25:07.443;NULL
230106080;M.C.M. SRL;NULL;info@mcm-srl.eu;www.mcm-srl.eu;VIA ROMA, 22/A;28885;PIEDIMULERA;VB;2155280031;2155280031;NULL;324848955;A;NULL;NULL;2023-01-26 15:01:40.797;NULL
230106081;BIEL SRL;NULL;contabilita@biel.it;NULL;VIA RISARA 54;61025;MONTELABBATE;PU;1104050412;1104050412;0721 491810;0721 491822;A;NULL;NULL;2023-03-20 12:07:52.000;NULL
230106082;BIELCALOR SRL;NULL;NULL;NULL;VIA CANDELO, 18;13894;GAGLIANICO;BI;1569980020;1569980020;152535133;15401438;A;NULL;NULL;2023-05-24 09:26:22.000;NULL
230106085;MAB HOME FURNITURE SRL;NULL;mab@mab.it;www.mab.it;VIA DEI PRATI, 12;31040;MEDUNA DI LIVENZA;TV;4531120261;4531120261;422865700;422865800;A;NULL;NULL;2023-09-22 16:44:05.810;NULL
230106086;BLM ITALIA SAS DI ZANCHI LUISA;NULL;info@blm-service.it;NULL;VIA UMBERTO I, 5;24019;ZOGNO;BG;3661080162;3661080162;34591260;NULL;A;NULL;NULL;2023-01-19 11:52:33.113;NULL
230106088;BORGO AGNELLO SPA;NULL;amministrazione@officinazavallone.it;www.borgoagnello.it;VIA BORGOMANERO, 5;28040;PARUZZARO;NO;574710034;574710034;322539045;322539053;A;NULL;NULL;2023-03-21 08:34:26.830;NULL
230106092;BRIARWOOD LANDINI SRL;NULL;export@landinispa.com;www.landinispa.com;VIA EUGENIO CURIEL, 27;42024;CASTELNOVO DI SOTTO;RE;2887170351;2887170351;522688811;522688872;A;NULL;NULL;2023-09-15 09:55:55.437;NULL
230106097;AUTOTRASP. CANTATORE ANTONIO;NULL;NULL;NULL;VIA CAMPILE, 85;13878;CANDELO;BI;CNTNTN69T05A859M;1878660024;3391121182;NULL;A;NULL;NULL;2023-08-08 10:26:32.000;NULL
230106098;CARTA DOMENICO AUTOTRASPORTI;NULL;NULL;NULL;VIA MONTICELLO, 10;13888;MONGRANDO;BI;CRTDNC53R01F369U;423530021;15666129;NULL;A;NULL;NULL;2023-06-20 08:26:43.000;NULL
230106099;NUOVA EDILMODERNA DI DELLAVALLE GIUSEPPE SAS;NULL;info@nuova-edilmoderna.it;www.nuova-edilmoderna.it;VIA ALPIGNANO, 114;10098;RIVOLI;TO;6378640012;6378640012;119564855;119589550;A;NULL;NULL;2023-03-14 14:49:18.000;NULL
230106100;MAV UTENSILI SRL SEMPLIFICATA;NULL;NULL;NULL;VIA LUIGI CADORNA, 38;22060;CARUGO;CO;3868970132;3868970132;NULL;NULL;A;NULL;NULL;2022-12-12 14:40:28.000;NULL
230106101;GRIBAUDO LEGNAMI SRL;NULL;info@gribaudolegnami.it;www.gribaudolegnami.it;VIA MARCONI, 30;10030;RONDISSONE;TO;741010011;741010011;119183625;119183382;A;NULL;NULL;2023-08-07 15:49:16.383;NULL
230106102;MCZ GROUP SPA;NULL;info@mcz.it;www.mcz.it;VIA LA CROCE, 8;33074;FONTANAFREDDA;PN;1791730938;1791730938;434599599;NULL;A;NULL;NULL;2023-09-11 17:07:41.980;NULL
230106103;B 4 LIVING SPA;NULL;info@bontempi.it;www.bontempi.it;VIA DIRETTISSIMA DEL CONERO, 51;60021;CAMERANO;AN;2595260429;2595260429;717300032;717300036;A;NULL;NULL;2023-05-03 15:27:21.513;NULL
230106107;METALLURGICA PIEMONTESE COMMERCIO SRL;NULL;c.villari@mpcommercio.it;NULL;PIAZZA CRIMEA 7;10131;TORINO;TO;11063330010;11063330010;NULL;NULL;A;NULL;NULL;2023-08-28 14:35:08.000;NULL
230106108;MILLDUE SPA;NULL;milldue@milldue.it;www.milldue.com;VIA BALEGANTE, 7;31039;RIESE PIO X;TV;544260268;544260268;423756611;NULL;A;NULL;NULL;2023-09-08 16:30:25.330;NULL
230106110;MIZUNO ITALIA SRL;NULL;info.it@eu.mizuno.com;www.breaththermo.it;VIALE RISORGIMENTO, 20;10092;BEINASCO;TO;1708140015;1708140015;113494811;113494823;A;NULL;NULL;2022-12-20 16:56:37.420;NULL
230106112;MOMBELLARDI GIUSEPPE;NULL;mombibetty@gmail.com;NULL;VIA  A. VANNI 8;13900;BIELLA;BI;MMBGPP66B02A859V;2460470020;NULL;NULL;A;NULL;NULL;2023-02-14 17:39:15.000;NULL
230106113;MONTELEONE TRASPORTI SRL;NULL;info@monteleonetrasporti.it;www.monteleonetrasporti.it;VIA BOSONE, 9;13871;BENNA;BI;1562010023;1562010023;152557193;158970238;A;NULL;NULL;2023-05-08 10:15:11.980;NULL
230106114;CADEL SRL;NULL;info@cadelsrl.com;www.cadelsrl.com;VIA MARTIRI DELLA LIBERTA', 74;31025;SANTA LUCIA DI PIAVE;TV;3202180265;3202180265;4381520211;43873343;A;NULL;NULL;2023-07-04 16:12:19.323;NULL
230106115;CAMP SPA ;NULL;contact@camp.it;www.camp.it;VIA ROMA, 23;23834;PREMANA;LC;206830135;206830135;341890117;341818010;A;NULL;NULL;2023-08-04 08:49:42.000;NULL
230106119;CAPELLARO LORENZO;NULL;NULL;NULL;VIA A.SCHIAPPARELLI 7;13897;OCCHIEPPO INFERIORE;BI;CPLLNZ83L01A859V;2499450027;15590413;NULL;A;NULL;NULL;2023-02-14 17:39:15.000;NULL
230106120;CARLUCCIO FABIO;NULL;NULL;NULL;VIA DANTE ALIGHIERI, 86;28010;CAVALLIRIO;NO;CRLFBA73H09B019J;2541760035;NULL;NULL;A;NULL;NULL;2023-02-15 15:57:52.260;NULL
230106121;MOSCA SPA;NULL;logistica@moscasider.it;NULL;VIA DEL VIGNALE, SNC;13871;BENNA;BI;81019740026;1344440027;15255991;NULL;A;NULL;NULL;2023-09-12 14:55:14.400;NULL
230106125;CENTRO IMPIANTI TORINO SRL;NULL;info@centro-impianti.com;www.centro-impianti.com;VIALE DELLE INDUSTRIE, 20;10078;VENARIA REALE;TO;11751270015;11751270015;114557302;114557259;A;NULL;NULL;2023-05-29 12:06:45.270;NULL
230106128;COMPRESS ALBERT SRL;NULL;info@compressalbert.it;www.compressalbert.com;STRADA DEL PORTONE, 61;10137;TORINO;TO;4452970017;4452970017;113111726;113096361;A;NULL;NULL;2023-04-19 11:44:31.000;NULL
230106130;CONTROSOFFITTATURE DUO' VANNI;NULL;duo.vanni@libero.it;NULL;VIA VANNI N. 3;13900;BIELLA;BI;DUOVNN60P12L436Y;2666030024;15561426;NULL;A;NULL;NULL;2023-02-14 17:39:15.000;NULL
230106131;COOP CRESCERE PIU' SOC COOP;NULL;info@crescerepiu.it;www.crescerepiu.it;PIAZZA VITTORIO VENETO, 16;13048;SANTHIA';VC;2688020029;2688020029;15811428;158129482;A;NULL;NULL;2023-09-12 11:46:45.000;NULL
230106134;MULTIAIR ITALIA SRL;NULL;NULL;NULL;VIA GALILEO GALILEI 40;20092;CINISELLO BALSAMO;MI;7060600967;7060600967;NULL;NULL;A;NULL;NULL;2023-02-08 18:03:39.463;NULL
230106139;DIECI SRL;NULL;sales@dieci.com;www.dieci.com;VIA ETTORE MAJORANA, 2/4;42027;MONTECCHIO EMILIA;RE;1283560686;1682740350;522869743;522869797;A;NULL;NULL;2023-07-24 11:12:39.000;NULL
230106141;DOMUS MOBILI SRL;NULL;dmobili@domusmobili.it;domusmobili.eu;VIA BUSSE', 29;37050;ROVERCHIARA;VR;1393870231;1393870231;442633711;442633750;A;NULL;NULL;2023-05-05 14:10:20.000;NULL
230106142;DOSTEBA GMBH;NULL;NULL;NULL;JULIUS KEMMLER STRASSE 45;0;REUTLINGER BETZINGEN;NULL;DE268795872;NULL;NULL;NULL;A;NULL;NULL;2023-02-14 17:30:20.000;NULL
230106143;DUOTERMICA SRL;NULL;info@duotermica.it;duotermica.it;VIA MONTE SAN GABRIELE, 16;28100;NOVARA;NO;499970036;499970036;321397748;321623330;A;NULL;NULL;2023-09-21 08:13:20.810;NULL
230106144;E. VIGOLUNGO SPA;NULL;info@vigolungo.com;www.vigolungo.com;REGIONE CLEMENTINA, SNC;12043;CANALE;CN;182600049;182600049;173979048;173979709;A;NULL;NULL;2023-03-20 10:20:43.060;NULL
230106147;ECO FIBRE SRL;NULL;SERVIZIOCLIENTI@ECOFIBRE.IT;www.ecofibre.it;VIA PAOLO PAOLETTI, 10;51037;MONTALE;PT;1659190977;1241280476;573959474;573959479;A;NULL;NULL;2023-08-23 16:10:48.250;NULL
230106154;ELETEC DI QUIRICO CARLO;NULL;NULL;www.eletecradiocomandi.com;VIA COLOMBARO, 37;28021;BORGOMANERO;NO;QRCCRL61E22B176A;1499620035;322956003;322956003;A;NULL;NULL;2023-09-22 11:23:15.000;NULL
230106158;GALIZZI IMPIANTI SRL;NULL;info@galizzi-impianti.it;www.galizzi-impianti.it;VIA NOVEIS, 67/69;13867;PRAY;BI;2200860027;2200860027;15767831;15767992;A;NULL;NULL;2023-04-19 11:46:29.000;NULL
230106159;NOCTIS SPA;NULL;info@noctis.it;www.noctis.it;FRAZIONE MONTEROLO, 144/C;61045;PERGOLA;PU;1304200411;1304200411;721775505;721735599;A;NULL;NULL;2023-09-25 10:20:43.007;NULL
230106160;ENERGLASS SRL;NULL;info@energlass.it;www.energlass.it;VIA DELLE FABBRICHE NUOVE, 49;13856;VIGLIANO BIELLESE;BI;1946050026;1946050026;15811107;15811565;A;NULL;NULL;2022-12-12 14:40:28.000;NULL
230106161;ENTACHER GMBH;NULL;NULL;NULL;EBEN 60;0;A-5611 GROSSARL;NULL;ATU68962189;NULL;NULL;NULL;A;NULL;NULL;2023-09-16 11:51:59.797;NULL
230106163;ESTI SRL;NULL;info@esti.it;www.esti.it;VIA DEI BAICC, 5;25074;IDRO;BS;1903150983;1903150983;365823327;365823254;A;NULL;NULL;2023-05-11 12:40:56.000;NULL
230106165;GUGLIELMI SERRAMENTI SRL;NULL;info@gugliemiserramenti.it;NULL;ZONA INDUSTRIALE DI BARAGIANO BALVANO SN;85050;BARAGIANO;PZ;1621950763;1621950763;971993093;971993925;A;NULL;NULL;2023-06-06 09:45:48.000;NULL
230106167;EUROMOBIL SPA;NULL;euroamm@euromobil.it;www.gruppoeuromobil.com;VIA CIRCONVALLAZIONE, 21;31020;SERNAGLIA DELLA BATTAGLIA;TV;191610260;191610260;4389861;438840549;A;NULL;NULL;2023-07-21 11:19:46.603;NULL
230106169;FRATELLI FANTINI S.P.A.;NULL;venditeitalia@fantini.it;NULL;VIA BUONAROTTI 4;28010;PELLA;NO;582310033;582310033;322918411;322969530;A;NULL;NULL;2022-12-12 14:40:28.000;NULL
230106171;FRATELLI PADOVAN DI FRANCO E MAURO SNC;NULL;info@fllipadovan.it;fllipadovan.it; REGIONE TOMBOLETO;10010;AZEGLIO;TO;6212600016;6212600016;125727156;125727390;A;NULL;NULL;2023-08-04 08:40:29.000;NULL
230106173;TOMASUCCI SPA;NULL;customerservice@tomasucci.com;www.tomasucci.com;VIA BRIGATA GARIBALDI, 25;61122;PESARO;PU;1183710415;1183710415;721283080;721283080;A;NULL;NULL;2023-08-01 17:17:21.063;NULL
230106175;FABBRO MICHELETTI DI LUCA MICHELETTI;NULL;simicheletti@yahoo.it;NULL;VIA SANTO SPIRITO 2;13871;VERRONE;BI;MCHLCU66D13A859Y;2607930027;NULL;NULL;A;NULL;NULL;2023-05-12 17:28:13.000;NULL
230106177;FABBRO RICCARDO;NULL;mobilifabbro@gmail.com;NULL;VIA CAMPOBASSO 2;0;TORINO;TO;FBBRCR66D22L219W;5151080016;1119789002;1119789008;A;NULL;NULL;2023-02-13 11:31:54.093;NULL
230106179;GRUPPO TURI SRL;NULL;info@mobilturi.it;NULL;VIA VIGILI DEL FUOCO CADUTI IN SERVIZIO,6;70026;MODUGNO;BA;3692800729;3692800729;805897111;NULL;A;NULL;NULL;2023-09-25 15:46:17.183;NULL
230106180;NAHHAL MOHAMED;NULL;decoration.nahhal@live.it;NULL;STRADA ANTICA DI ANDORNO, 17;13900;BIELLA;BI;NHHMMD68T22Z330B;2060340029;15352196;NULL;A;NULL;NULL;2023-03-22 14:43:03.000;NULL
230106181;HOMES CASA SRL;NULL;sanmichele@homes.it;www.homes.it;VIA MONTELLO, 63/1;31053;PIEVE DI SOLIGO;TV;1168990263;1168990263;438984511;438984529;A;NULL;NULL;2023-08-04 15:48:09.413;NULL
230106185;FERRI SRL;NULL;info@ferrimix.it;www.ferrimix.it;VIA EMILIA OVEST, 58/B;43036;FIDENZA;PR;1612540342;1612540342;524520314;524520314;A;NULL;NULL;2023-08-09 17:35:40.327;NULL
230106186;NUOVA FUMERO DI P.I. FUMERO MARIO E C. SNC;NULL;info@nuovafumero.it;NULL;VIA DELLE CASCINETTE, 22;13894;GAGLIANICO;BI;1617690027;1617690027;152545928;152545928;A;NULL;NULL;2023-07-04 09:42:44.257;NULL
230106187;FERVI S.P.A.;NULL;NULL;NULL;VIA DEL COMMERCIO 81;41058;VIGNOLA;MO;782180368;782180368;059/775595;059/763037;A;NULL;NULL;2023-09-19 10:57:36.677;NULL
230106189;NUOVA LATERPOINT SRL;NULL;NULL;NULL;VIA ALESSANDRO CANOBBIO, 34;37132;VERONA;VR;4664960236;4664960236;NULL;NULL;A;NULL;NULL;2022-12-12 14:40:28.000;NULL
230106190;FINSTRAL SPA;NULL;finstral@finstral.com;www.finstral.com;VIA GASTERER, 1;39054;RENON;BZ;122260219;122260219;471296611;471359086;A;NULL;NULL;2023-09-14 15:12:08.283;NULL
230106193;FLEXDOCCIA SRL;NULL;export@flexdoccia.it;www.flexdoccia.it;VIA PER NOVARA, 30;28024;GOZZANO;NO;2203720038;2203720038;32297302;32297403;A;NULL;NULL;2023-09-21 10:18:24.133;NULL
